지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),지면온도(°C),년,월,일,시
서울,2022-07-01 16:00,30.7,0.0,3.5,64,1003.7,0.0,35.9,2022,07,01,16
서울,2022-07-01 17:00,30.8,0.0,3.6,63,1003.5,0.0,34.8,2022,07,01,17
서울,2022-07-01 18:00,30.0,0.0,3.1,65,1003.4,0.0,30.2,2022,07,01,18
서울,2022-07-01 19:00,29.7,0.0,2.4,68,1003.4,0.0,28.0,2022,07,01,19
서울,2022-07-01 20:00,28.0,0.0,2.6,77,1004.1,0.0,26.4,2022,07,01,20
서울,2022-07-01 21:00,26.9,0.0,2.6,81,1004.5,0.0,25.0,2022,07,01,21
서울,2022-07-01 22:00,26.2,0.0,2.0,84,1004.9,0.0,24.5,2022,07,01,22
서울,2022-07-01 23:00,25.9,0.0,1.2,86,1005.0,0.0,24.0,2022,07,01,23
서울,2022-07-02 00:00,25.4,0.0,1.1,87,1004.9,0.0,23.7,2022,07,02,00
서울,2022-07-02 01:00,25.1,0.0,0.4,87,1004.6,0.0,23.5,2022,07,02,01
서울,2022-07-02 02:00,24.9,0.0,0.6,88,1004.6,0.0,23.6,2022,07,02,02
서울,2022-07-02 03:00,24.6,0.0,0.6,88,1004.2,0.0,22.9,2022,07,02,03
서울,2022-07-02 04:00,24.3,0.0,1.2,91,1004.5,0.0,22.7,2022,07,02,04
서울,2022-07-02 05:00,24.2,0.0,1.2,92,1004.4,0.0,22.6,2022,07,02,05
서울,2022-07-02 06:00,24.0,0.0,1.3,92,1004.5,0.0,23.2,2022,07,02,06
서울,2022-07-02 07:00,24.6,0.0,1.4,92,1004.1,0.0,23.9,2022,07,02,07
서울,2022-07-02 08:00,26.1,0.0,2.0,87,1004.2,0.0,29.1,2022,07,02,08
서울,2022-07-02 09:00,27.9,0.0,1.2,77,1004.5,0.0,33.1,2022,07,02,09
서울,2022-07-02 10:00,29.2,0.0,1.8,69,1004.5,0.0,36.6,2022,07,02,10
서울,2022-07-02 11:00,30.3,0.0,1.4,66,1004.2,0.0,39.4,2022,07,02,11
서울,2022-07-02 12:00,31.1,0.0,1.9,62,1003.7,0.0,40.6,2022,07,02,12
서울,2022-07-02 13:00,32.1,0.0,1.7,59,1003.1,0.0,39.1,2022,07,02,13
서울,2022-07-02 14:00,32.0,0.0,1.2,55,1002.3,0.0,36.5,2022,07,02,14
서울,2022-07-02 15:00,33.4,0.0,1.6,51,1001.5,0.0,40.8,2022,07,02,15
서울,2022-07-02 16:00,33.7,0.0,2.6,54,1001.0,0.0,39.1,2022,07,02,16
서울,2022-07-02 17:00,33.5,0.0,1.7,57,1000.6,0.0,36.8,2022,07,02,17
서울,2022-07-02 18:00,33.1,0.0,2.9,57,1000.4,0.0,33.5,2022,07,02,18
서울,2022-07-02 19:00,32.0,0.0,2.4,65,1000.4,0.0,30.1,2022,07,02,19
서울,2022-07-02 20:00,30.2,0.0,2.6,70,1000.6,0.0,27.7,2022,07,02,20
서울,2022-07-02 21:00,29.2,0.0,2.0,72,1000.9,0.0,26.5,2022,07,02,21
서울,2022-07-02 22:00,28.3,0.0,1.3,80,1001.1,0.0,25.7,2022,07,02,22
서울,2022-07-02 23:00,27.7,0.0,1.9,81,1001.1,0.0,25.2,2022,07,02,23
서울,2022-07-03 00:00,27.1,0.0,1.6,83,1001.3,0.0,24.7,2022,07,03,00
서울,2022-07-03 01:00,26.5,0.0,1.3,83,1001.2,0.0,24.3,2022,07,03,01
서울,2022-07-03 02:00,25.8,0.0,1.5,85,1000.8,0.0,23.8,2022,07,03,02
서울,2022-07-03 03:00,25.3,0.0,0.7,87,1000.9,0.0,23.4,2022,07,03,03
서울,2022-07-03 04:00,24.9,0.0,0.4,85,1000.6,0.0,23.1,2022,07,03,04
서울,2022-07-03 05:00,24.7,0.0,0.3,87,1000.5,0.0,22.9,2022,07,03,05
서울,2022-07-03 06:00,24.5,0.0,0.9,85,1000.7,0.0,23.2,2022,07,03,06
서울,2022-07-03 07:00,25.0,0.0,0.9,86,1000.4,0.0,24.8,2022,07,03,07
서울,2022-07-03 08:00,26.7,0.0,1.4,82,1000.2,0.0,29.0,2022,07,03,08
서울,2022-07-03 09:00,28.3,0.0,0.8,76,999.9,0.0,33.9,2022,07,03,09
서울,2022-07-03 10:00,30.3,0.0,1.5,59,999.5,0.0,37.5,2022,07,03,10
서울,2022-07-03 11:00,31.9,0.0,1.6,54,999.1,0.0,39.7,2022,07,03,11
서울,2022-07-03 12:00,32.2,0.0,1.4,59,998.5,0.0,40.1,2022,07,03,12
서울,2022-07-03 13:00,33.2,0.0,2.4,52,998.3,0.0,44.3,2022,07,03,13
서울,2022-07-03 14:00,33.6,0.0,2.0,51,997.7,0.0,43.2,2022,07,03,14
서울,2022-07-03 15:00,33.7,0.0,2.9,49,997.5,0.0,41.9,2022,07,03,15
서울,2022-07-03 16:00,33.7,0.0,3.4,52,997.2,0.0,42.0,2022,07,03,16
서울,2022-07-03 17:00,33.5,0.0,3.3,52,996.9,0.0,39.5,2022,07,03,17
서울,2022-07-03 18:00,32.9,0.0,3.5,55,996.6,0.0,35.7,2022,07,03,18
서울,2022-07-03 19:00,31.3,0.0,3.2,58,996.7,0.0,30.7,2022,07,03,19
서울,2022-07-03 20:00,30.2,0.0,3.1,60,997.0,0.0,28.4,2022,07,03,20
서울,2022-07-03 21:00,29.4,0.0,1.7,65,997.1,0.0,27.1,2022,07,03,21
서울,2022-07-03 22:00,28.8,0.0,0.5,69,997.2,0.0,26.6,2022,07,03,22
서울,2022-07-03 23:00,28.3,0.0,1.2,71,997.1,0.0,25.8,2022,07,03,23
서울,2022-07-04 00:00,27.9,0.0,1.7,73,997.2,0.0,25.4,2022,07,04,00
서울,2022-07-04 01:00,27.8,0.0,1.4,74,997.2,0.0,25.8,2022,07,04,01
서울,2022-07-04 02:00,27.5,0.0,0.9,74,997.0,0.0,25.6,2022,07,04,02
서울,2022-07-04 03:00,27.2,0.0,1.1,75,996.7,0.0,25.2,2022,07,04,03
서울,2022-07-04 04:00,27.0,0.0,0.9,76,996.4,0.0,24.8,2022,07,04,04
서울,2022-07-04 05:00,26.6,0.0,1.1,78,996.4,0.0,24.5,2022,07,04,05
서울,2022-07-04 06:00,26.4,0.0,0.8,80,996.4,0.0,24.8,2022,07,04,06
서울,2022-07-04 07:00,26.7,0.0,1.2,82,996.3,0.0,26.2,2022,07,04,07
서울,2022-07-04 08:00,28.1,0.0,1.8,78,996.2,0.0,30.4,2022,07,04,08
서울,2022-07-04 09:00,29.5,0.0,1.2,71,996.2,0.0,33.1,2022,07,04,09
서울,2022-07-04 10:00,30.1,0.0,1.5,70,996.0,0.0,34.0,2022,07,04,10
서울,2022-07-04 11:00,30.7,0.0,1.6,67,995.7,0.0,34.1,2022,07,04,11
서울,2022-07-04 12:00,30.7,0.0,1.8,67,995.7,0.0,31.4,2022,07,04,12
서울,2022-07-04 13:00,30.3,0.0,3.1,68,995.5,0.0,33.1,2022,07,04,13
서울,2022-07-04 14:00,30.1,0.0,1.8,71,995.2,0.0,32.5,2022,07,04,14
서울,2022-07-04 15:00,30.9,0.0,2.3,67,994.7,0.0,37.3,2022,07,04,15
서울,2022-07-04 16:00,32.3,0.0,2.6,61,994.2,0.0,40.0,2022,07,04,16
서울,2022-07-04 17:00,32.1,0.0,3.0,62,993.9,0.0,35.2,2022,07,04,17
서울,2022-07-04 18:00,31.4,0.0,1.9,65,993.7,0.0,32.5,2022,07,04,18
서울,2022-07-04 19:00,30.5,0.0,3.1,71,994.0,0.0,30.1,2022,07,04,19
서울,2022-07-04 20:00,29.9,0.0,2.6,73,994.0,0.0,28.4,2022,07,04,20
서울,2022-07-04 21:00,29.6,0.0,1.6,75,994.4,0.0,27.5,2022,07,04,21
서울,2022-07-04 22:00,29.1,0.0,1.1,75,994.6,0.0,27.1,2022,07,04,22
서울,2022-07-04 23:00,28.9,0.0,1.0,74,994.8,0.0,26.4,2022,07,04,23
서울,2022-07-05 00:00,28.4,0.0,1.7,74,994.9,0.0,25.9,2022,07,05,00
서울,2022-07-05 01:00,27.8,0.0,1.4,75,994.9,0.0,25.6,2022,07,05,01
서울,2022-07-05 02:00,27.4,0.0,2.1,77,994.9,0.0,25.4,2022,07,05,02
서울,2022-07-05 03:00,27.2,0.0,1.2,78,995.0,0.0,25.3,2022,07,05,03
서울,2022-07-05 04:00,27.0,0.0,1.0,79,994.8,0.0,25.2,2022,07,05,04
서울,2022-07-05 05:00,26.7,0.0,0.7,79,995.0,0.0,25.1,2022,07,05,05
서울,2022-07-05 06:00,26.7,0.0,1.1,81,994.8,0.0,25.3,2022,07,05,06
서울,2022-07-05 07:00,26.8,0.0,1.3,80,994.9,0.0,25.9,2022,07,05,07
서울,2022-07-05 08:00,27.1,0.0,2.2,79,994.7,0.0,26.6,2022,07,05,08
서울,2022-07-05 09:00,27.9,0.0,0.8,78,995.4,0.0,30.1,2022,07,05,09
서울,2022-07-05 10:00,29.4,0.0,1.1,75,995.3,0.0,36.1,2022,07,05,10
서울,2022-07-05 11:00,30.4,0.0,1.0,71,995.3,0.0,36.5,2022,07,05,11
서울,2022-07-05 12:00,31.6,0.0,1.1,67,995.1,0.0,37.4,2022,07,05,12
서울,2022-07-05 13:00,32.0,0.0,1.7,66,994.4,0.0,40.0,2022,07,05,13
서울,2022-07-05 14:00,31.5,0.0,3.3,72,994.0,0.0,35.7,2022,07,05,14
서울,2022-07-05 15:00,32.4,0.0,3.0,63,993.9,0.0,42.1,2022,07,05,15
서울,2022-07-05 16:00,32.9,0.0,0.9,62,994.0,0.0,39.0,2022,07,05,16
서울,2022-07-05 17:00,31.8,0.0,2.3,69,994.0,0.0,35.2,2022,07,05,17
서울,2022-07-05 18:00,30.8,0.0,3.6,70,994.3,0.0,33.5,2022,07,05,18
서울,2022-07-05 19:00,29.7,0.0,2.4,75,994.8,0.0,30.7,2022,07,05,19
서울,2022-07-05 20:00,29.4,0.0,2.0,74,995.4,0.0,28.9,2022,07,05,20
서울,2022-07-05 21:00,29.1,0.0,1.0,74,995.6,0.0,28.0,2022,07,05,21
서울,2022-07-05 22:00,28.8,0.0,1.3,77,996.5,0.0,27.1,2022,07,05,22
서울,2022-07-05 23:00,28.2,0.0,1.1,79,996.8,0.0,26.5,2022,07,05,23
서울,2022-07-06 00:00,27.8,0.0,2.0,79,996.7,0.0,26.1,2022,07,06,00
서울,2022-07-06 01:00,27.5,0.0,1.9,80,996.8,0.0,26.2,2022,07,06,01
서울,2022-07-06 02:00,27.3,0.0,1.8,81,996.4,0.0,25.8,2022,07,06,02
서울,2022-07-06 03:00,26.9,0.0,1.5,82,996.6,0.0,25.2,2022,07,06,03
서울,2022-07-06 04:00,26.5,0.0,1.0,83,996.8,0.0,24.9,2022,07,06,04
서울,2022-07-06 05:00,26.3,0.0,2.1,84,997.0,0.0,24.7,2022,07,06,05
서울,2022-07-06 06:00,26.3,0.0,2.7,86,997.2,0.0,25.1,2022,07,06,06
서울,2022-07-06 07:00,26.9,0.0,2.6,84,997.6,0.0,27.3,2022,07,06,07
서울,2022-07-06 08:00,27.7,0.0,1.8,82,998.1,0.0,29.0,2022,07,06,08
서울,2022-07-06 09:00,28.8,0.0,1.7,79,998.2,0.0,33.1,2022,07,06,09
서울,2022-07-06 10:00,29.2,0.0,2.2,77,998.0,0.0,32.6,2022,07,06,10
서울,2022-07-06 11:00,29.9,0.0,1.6,74,998.0,0.0,34.2,2022,07,06,11
서울,2022-07-06 12:00,30.5,0.0,2.3,71,997.9,0.0,34.3,2022,07,06,12
서울,2022-07-06 13:00,31.1,0.0,2.2,72,997.3,0.0,35.1,2022,07,06,13
서울,2022-07-06 14:00,31.7,0.0,1.8,69,996.8,0.0,37.9,2022,07,06,14
서울,2022-07-06 15:00,32.6,0.0,2.4,64,996.4,0.0,40.1,2022,07,06,15
서울,2022-07-06 16:00,32.8,0.0,3.0,63,996.0,0.0,39.2,2022,07,06,16
서울,2022-07-06 17:00,33.2,0.0,2.1,62,995.5,0.0,37.9,2022,07,06,17
서울,2022-07-06 18:00,32.9,0.0,2.4,63,995.6,0.0,34.9,2022,07,06,18
서울,2022-07-06 19:00,32.4,0.0,2.4,64,996.0,0.0,32.1,2022,07,06,19
서울,2022-07-06 20:00,31.8,0.0,2.6,67,996.2,0.0,30.0,2022,07,06,20
서울,2022-07-06 21:00,31.4,0.0,2.4,70,996.6,0.0,29.2,2022,07,06,21
서울,2022-07-06 22:00,27.8,0.7,4.6,84,997.9,0.0,26.9,2022,07,06,22
서울,2022-07-06 23:00,26.6,15.4,1.4,91,997.5,0.0,26.0,2022,07,06,23
서울,2022-07-07 00:00,26.7,0.0,2.3,93,997.3,0.0,26.3,2022,07,07,00
서울,2022-07-07 01:00,26.7,0.0,1.5,93,997.4,0.0,26.1,2022,07,07,01
서울,2022-07-07 02:00,26.8,0.0,1.4,92,997.5,0.0,25.9,2022,07,07,02
서울,2022-07-07 03:00,26.7,0.0,1.1,91,997.2,0.0,25.6,2022,07,07,03
서울,2022-07-07 04:00,26.6,0.0,1.1,92,997.3,0.0,25.5,2022,07,07,04
서울,2022-07-07 05:00,26.5,0.0,1.6,93,997.2,0.0,25.7,2022,07,07,05
서울,2022-07-07 06:00,26.8,0.0,2.0,89,997.4,0.0,26.1,2022,07,07,06
서울,2022-07-07 07:00,27.2,0.0,1.2,89,997.1,0.0,27.0,2022,07,07,07
서울,2022-07-07 08:00,27.8,0.0,2.3,84,996.9,0.0,28.9,2022,07,07,08
서울,2022-07-07 09:00,28.5,0.0,3.0,78,996.3,0.0,29.8,2022,07,07,09
서울,2022-07-07 10:00,29.5,0.0,4.3,72,996.0,0.0,32.1,2022,07,07,10
서울,2022-07-07 11:00,29.8,0.0,2.5,73,995.6,0.0,31.2,2022,07,07,11
서울,2022-07-07 12:00,29.9,0.0,2.1,71,995.4,0.0,30.6,2022,07,07,12
서울,2022-07-07 13:00,30.2,0.0,3.3,72,995.1,0.0,30.6,2022,07,07,13
서울,2022-07-07 14:00,30.6,0.0,3.1,70,994.7,0.0,30.9,2022,07,07,14
서울,2022-07-07 15:00,29.7,0.0,3.9,76,994.4,0.0,30.6,2022,07,07,15
서울,2022-07-07 16:00,30.9,0.0,3.0,74,993.8,0.0,34.8,2022,07,07,16
서울,2022-07-07 17:00,30.2,0.0,2.4,75,993.6,0.0,30.2,2022,07,07,17
서울,2022-07-07 18:00,29.6,0.0,3.7,78,993.7,0.0,28.6,2022,07,07,18
서울,2022-07-07 19:00,29.1,0.0,5.0,81,993.6,0.0,27.8,2022,07,07,19
서울,2022-07-07 20:00,28.7,0.0,4.9,83,993.8,0.0,27.1,2022,07,07,20
서울,2022-07-07 21:00,27.7,0.0,3.8,87,994.4,0.0,26.8,2022,07,07,21
서울,2022-07-07 22:00,26.9,0.0,3.7,92,994.7,0.0,26.5,2022,07,07,22
서울,2022-07-07 23:00,27.0,0.0,2.7,89,994.2,0.0,26.4,2022,07,07,23
서울,2022-07-08 00:00,27.0,0.0,2.8,88,994.1,0.0,26.2,2022,07,08,00
서울,2022-07-08 01:00,27.0,0.0,3.5,86,993.8,0.0,25.9,2022,07,08,01
서울,2022-07-08 02:00,25.8,1.7,4.3,91,993.8,0.0,25.4,2022,07,08,02
서울,2022-07-08 03:00,25.2,0.0,3.9,91,993.7,0.0,25.0,2022,07,08,03
서울,2022-07-08 04:00,25.1,0.0,2.8,91,993.5,0.0,24.9,2022,07,08,04
서울,2022-07-08 05:00,25.1,0.0,2.5,91,993.6,0.0,24.9,2022,07,08,05
서울,2022-07-08 06:00,24.9,0.0,4.1,89,993.7,0.0,24.5,2022,07,08,06
서울,2022-07-08 07:00,24.9,0.0,2.9,89,993.9,0.0,25.3,2022,07,08,07
서울,2022-07-08 08:00,25.1,0.0,3.3,88,994.0,0.0,25.4,2022,07,08,08
서울,2022-07-08 09:00,25.2,0.0,2.3,87,994.1,0.0,25.8,2022,07,08,09
서울,2022-07-08 10:00,25.5,0.0,3.3,86,993.9,0.0,26.9,2022,07,08,10
서울,2022-07-08 11:00,26.2,0.0,3.1,82,993.6,0.0,29.2,2022,07,08,11
서울,2022-07-08 12:00,26.4,0.0,2.0,79,993.4,0.0,28.1,2022,07,08,12
서울,2022-07-08 13:00,26.6,0.0,2.8,80,992.9,0.0,28.8,2022,07,08,13
서울,2022-07-08 14:00,27.3,0.0,2.8,78,992.3,0.0,29.5,2022,07,08,14
서울,2022-07-08 15:00,27.0,0.0,2.7,79,992.0,0.0,28.1,2022,07,08,15
서울,2022-07-08 16:00,27.4,0.0,2.4,78,991.7,0.0,30.1,2022,07,08,16
서울,2022-07-08 17:00,27.9,0.0,2.7,72,991.5,0.0,29.7,2022,07,08,17
서울,2022-07-08 18:00,27.8,0.0,2.2,73,991.4,0.0,28.5,2022,07,08,18
서울,2022-07-08 19:00,27.3,0.0,3.1,79,991.7,0.0,26.8,2022,07,08,19
서울,2022-07-08 20:00,26.4,0.0,3.2,83,991.7,0.0,25.7,2022,07,08,20
서울,2022-07-08 21:00,25.8,0.0,2.4,84,992.6,0.0,25.2,2022,07,08,21
서울,2022-07-08 22:00,25.3,0.0,2.8,84,992.9,0.0,24.7,2022,07,08,22
서울,2022-07-08 23:00,24.8,0.0,3.0,87,992.8,0.0,24.3,2022,07,08,23
서울,2022-07-09 00:00,24.0,0.0,3.4,93,992.7,0.0,24.1,2022,07,09,00
서울,2022-07-09 01:00,24.0,0.1,1.8,94,992.3,0.0,24.2,2022,07,09,01
서울,2022-07-09 02:00,24.1,0.0,1.1,93,992.0,0.0,24.3,2022,07,09,02
서울,2022-07-09 03:00,24.2,0.0,1.5,94,991.8,0.0,24.3,2022,07,09,03
서울,2022-07-09 04:00,24.1,0.0,1.9,94,991.9,0.0,24.2,2022,07,09,04
서울,2022-07-09 05:00,24.0,0.0,1.4,95,992.2,0.0,24.2,2022,07,09,05
서울,2022-07-09 06:00,24.0,0.0,1.5,94,992.6,0.0,24.3,2022,07,09,06
서울,2022-07-09 07:00,24.1,0.0,2.0,94,993.1,0.0,24.7,2022,07,09,07
서울,2022-07-09 08:00,24.3,0.0,1.0,93,993.4,0.0,25.4,2022,07,09,08
서울,2022-07-09 09:00,24.5,0.0,1.5,93,993.3,0.0,26.9,2022,07,09,09
서울,2022-07-09 10:00,25.4,0.0,2.2,90,993.2,0.0,29.1,2022,07,09,10
서울,2022-07-09 11:00,26.6,0.0,1.8,85,993.2,0.0,31.9,2022,07,09,11
서울,2022-07-09 12:00,27.7,0.0,0.9,80,993.1,0.0,33.6,2022,07,09,12
서울,2022-07-09 13:00,29.0,0.0,1.4,73,992.6,0.0,35.0,2022,07,09,13
서울,2022-07-09 14:00,30.5,0.0,1.9,69,992.2,0.0,38.9,2022,07,09,14
서울,2022-07-09 15:00,30.7,0.0,1.5,68,992.2,0.0,34.5,2022,07,09,15
서울,2022-07-09 16:00,30.6,0.0,0.9,67,991.9,0.0,34.1,2022,07,09,16
서울,2022-07-09 17:00,30.5,0.0,1.0,67,992.0,0.0,31.4,2022,07,09,17
서울,2022-07-09 18:00,30.3,0.0,2.2,70,991.8,0.0,30.8,2022,07,09,18
서울,2022-07-09 19:00,29.6,0.0,2.2,71,992.0,0.0,28.6,2022,07,09,19
서울,2022-07-09 20:00,28.4,0.0,1.8,75,992.9,0.0,26.7,2022,07,09,20
서울,2022-07-09 21:00,27.6,0.0,1.3,77,993.8,0.0,25.7,2022,07,09,21
서울,2022-07-09 22:00,27.1,0.0,1.7,78,994.3,0.0,25.1,2022,07,09,22
서울,2022-07-09 23:00,26.6,0.0,1.8,78,994.3,0.0,24.7,2022,07,09,23
서울,2022-07-10 00:00,26.2,0.0,1.7,81,994.5,0.0,24.4,2022,07,10,00
서울,2022-07-10 01:00,25.9,0.0,1.0,81,994.4,0.0,24.2,2022,07,10,01
서울,2022-07-10 02:00,25.6,0.0,0.5,81,994.2,0.0,23.8,2022,07,10,02
서울,2022-07-10 03:00,25.3,0.0,0.9,85,994.4,0.0,23.5,2022,07,10,03
서울,2022-07-10 04:00,25.0,0.0,0.8,86,994.3,0.0,23.3,2022,07,10,04
서울,2022-07-10 05:00,24.8,0.0,0.5,87,994.2,0.0,23.1,2022,07,10,05
서울,2022-07-10 06:00,24.6,0.0,0.9,88,994.8,0.0,23.5,2022,07,10,06
서울,2022-07-10 07:00,25.1,0.0,1.7,88,995.4,0.0,25.6,2022,07,10,07
서울,2022-07-10 08:00,26.3,0.0,0.6,84,996.3,0.0,29.2,2022,07,10,08
서울,2022-07-10 09:00,27.9,0.0,0.8,79,996.3,0.0,32.8,2022,07,10,09
서울,2022-07-10 10:00,29.4,0.0,1.0,72,996.3,0.0,36.5,2022,07,10,10
서울,2022-07-10 11:00,30.8,0.0,1.0,69,996.2,0.0,37.1,2022,07,10,11
서울,2022-07-10 12:00,31.8,0.0,1.2,63,995.6,0.0,38.8,2022,07,10,12
서울,2022-07-10 13:00,32.3,0.0,0.7,63,995.1,0.0,38.9,2022,07,10,13
서울,2022-07-10 14:00,33.5,0.0,1.3,56,994.2,0.0,42.7,2022,07,10,14
서울,2022-07-10 15:00,34.4,0.0,1.9,50,993.7,0.0,43.6,2022,07,10,15
서울,2022-07-10 16:00,35.0,0.0,1.8,48,993.7,0.0,42.4,2022,07,10,16
서울,2022-07-10 17:00,33.2,0.0,3.9,58,992.8,0.0,36.3,2022,07,10,17
서울,2022-07-10 18:00,32.1,0.0,2.7,61,993.0,0.0,33.6,2022,07,10,18
서울,2022-07-10 19:00,30.7,0.0,2.6,64,993.6,0.0,30.7,2022,07,10,19
서울,2022-07-10 20:00,30.1,0.0,2.6,64,993.8,0.0,29.1,2022,07,10,20
서울,2022-07-10 21:00,29.2,0.0,2.6,64,994.0,0.0,27.9,2022,07,10,21
서울,2022-07-10 22:00,28.5,0.0,2.2,59,994.5,0.0,26.8,2022,07,10,22
서울,2022-07-10 23:00,28.2,0.0,2.6,55,994.7,0.0,26.1,2022,07,10,23
서울,2022-07-11 00:00,27.9,0.0,3.5,54,994.9,0.0,25.5,2022,07,11,00
서울,2022-07-11 01:00,26.3,0.0,4.0,72,995.6,0.0,25.4,2022,07,11,01
서울,2022-07-11 02:00,24.9,1.1,0.7,79,995.1,0.0,24.6,2022,07,11,02
서울,2022-07-11 03:00,24.8,0.0,1.3,82,995.0,0.0,24.6,2022,07,11,03
서울,2022-07-11 04:00,24.8,0.0,0.6,80,994.6,0.0,24.7,2022,07,11,04
서울,2022-07-11 05:00,24.7,0.0,1.1,81,994.8,0.0,24.6,2022,07,11,05
서울,2022-07-11 06:00,24.9,0.0,1.2,81,995.0,0.0,24.7,2022,07,11,06
서울,2022-07-11 07:00,24.9,0.0,1.4,79,995.3,0.0,25.2,2022,07,11,07
서울,2022-07-11 08:00,25.6,0.0,0.9,77,995.3,0.0,27.0,2022,07,11,08
서울,2022-07-11 09:00,27.2,0.0,0.9,74,995.3,0.0,33.0,2022,07,11,09
서울,2022-07-11 10:00,28.0,0.0,1.4,65,995.3,0.0,33.4,2022,07,11,10
서울,2022-07-11 11:00,28.7,0.0,1.9,66,995.3,0.0,33.7,2022,07,11,11
서울,2022-07-11 12:00,29.7,0.0,1.4,63,995.3,0.0,37.5,2022,07,11,12
서울,2022-07-11 13:00,29.8,0.0,2.3,60,995.1,0.0,33.9,2022,07,11,13
서울,2022-07-11 14:00,29.9,0.0,3.8,66,995.1,0.0,36.5,2022,07,11,14
서울,2022-07-11 15:00,29.8,0.0,2.3,67,995.0,0.0,33.4,2022,07,11,15
서울,2022-07-11 16:00,28.7,0.9,2.4,78,995.2,0.0,28.5,2022,07,11,16
서울,2022-07-11 17:00,27.5,7.0,3.1,85,995.1,0.0,28.9,2022,07,11,17
서울,2022-07-11 18:00,27.8,0.0,2.1,81,995.5,0.0,29.4,2022,07,11,18
서울,2022-07-11 19:00,27.7,0.0,1.6,78,996.0,0.0,28.0,2022,07,11,19
서울,2022-07-11 20:00,27.3,0.0,2.4,78,996.6,0.0,26.6,2022,07,11,20
서울,2022-07-11 21:00,26.5,0.0,2.2,75,997.4,0.0,25.0,2022,07,11,21
서울,2022-07-11 22:00,26.0,0.0,1.8,75,998.0,0.0,24.2,2022,07,11,22
서울,2022-07-11 23:00,25.5,0.0,2.3,76,998.1,0.0,23.7,2022,07,11,23
서울,2022-07-12 00:00,25.1,0.0,2.9,77,998.5,0.0,23.4,2022,07,12,00
서울,2022-07-12 01:00,24.6,0.0,2.5,78,998.2,0.0,23.0,2022,07,12,01
서울,2022-07-12 02:00,24.2,0.0,2.4,79,998.0,0.0,22.6,2022,07,12,02
서울,2022-07-12 03:00,23.7,0.0,2.9,81,997.3,0.0,22.3,2022,07,12,03
서울,2022-07-12 04:00,23.6,0.0,2.4,79,997.7,0.0,22.1,2022,07,12,04
서울,2022-07-12 05:00,23.3,0.0,2.3,80,998.1,0.0,21.8,2022,07,12,05
서울,2022-07-12 06:00,23.3,0.0,2.7,78,998.1,0.0,21.9,2022,07,12,06
서울,2022-07-12 07:00,24.1,0.0,3.3,77,997.7,0.0,24.0,2022,07,12,07
서울,2022-07-12 08:00,24.6,0.0,2.8,76,998.0,0.0,25.4,2022,07,12,08
서울,2022-07-12 09:00,25.8,0.0,2.3,73,998.5,0.0,28.6,2022,07,12,09
서울,2022-07-12 10:00,26.5,0.0,2.1,69,999.2,0.0,29.6,2022,07,12,10
서울,2022-07-12 11:00,28.0,0.0,2.3,69,999.3,0.0,33.5,2022,07,12,11
서울,2022-07-12 12:00,28.4,0.0,2.9,66,998.7,0.0,32.2,2022,07,12,12
서울,2022-07-12 13:00,28.8,0.0,2.5,68,998.2,0.0,32.5,2022,07,12,13
서울,2022-07-12 14:00,29.3,0.0,1.4,66,997.0,0.0,33.3,2022,07,12,14
서울,2022-07-12 15:00,29.4,0.0,1.5,66,997.1,0.0,31.9,2022,07,12,15
서울,2022-07-12 16:00,29.4,0.0,2.3,68,997.2,0.0,31.2,2022,07,12,16
서울,2022-07-12 17:00,29.3,0.0,1.8,69,997.0,0.0,30.0,2022,07,12,17
서울,2022-07-12 18:00,29.1,0.0,1.7,71,996.8,0.0,28.5,2022,07,12,18
서울,2022-07-12 19:00,28.7,0.0,2.2,71,997.0,0.0,27.1,2022,07,12,19
서울,2022-07-12 20:00,28.2,0.0,2.2,72,997.0,0.0,26.4,2022,07,12,20
서울,2022-07-12 21:00,27.9,0.0,2.0,74,997.4,0.0,25.9,2022,07,12,21
서울,2022-07-12 22:00,27.8,0.0,1.1,72,997.0,0.0,25.6,2022,07,12,22
서울,2022-07-12 23:00,27.5,0.0,1.4,75,996.1,0.0,25.0,2022,07,12,23
서울,2022-07-13 00:00,27.1,0.0,2.0,76,996.0,0.0,25.1,2022,07,13,00
서울,2022-07-13 01:00,26.9,0.0,1.7,78,996.6,0.0,25.1,2022,07,13,01
서울,2022-07-13 02:00,26.9,0.0,1.3,79,996.6,0.0,25.3,2022,07,13,02
서울,2022-07-13 03:00,26.9,0.1,0.7,81,996.5,0.0,25.5,2022,07,13,03
서울,2022-07-13 04:00,26.5,0.0,2.2,84,995.9,0.0,25.3,2022,07,13,04
서울,2022-07-13 05:00,26.1,0.0,1.7,87,995.4,0.0,25.2,2022,07,13,05
서울,2022-07-13 06:00,25.8,0.1,1.9,89,995.7,0.0,25.1,2022,07,13,06
서울,2022-07-13 07:00,25.4,0.5,2.7,89,995.7,0.0,25.0,2022,07,13,07
서울,2022-07-13 08:00,25.1,0.5,2.3,89,995.8,0.0,25.0,2022,07,13,08
서울,2022-07-13 09:00,24.9,1.0,2.2,93,995.0,0.0,24.9,2022,07,13,09
서울,2022-07-13 10:00,24.8,1.8,2.0,94,995.1,0.0,24.7,2022,07,13,10
